Archivo para el diccionario: !            2739
affectedly   1
affecting    2
affection    10
affectionate 2
affectionately 2
affections   5
affirm       1
affirmative  1
affirmative? 1
affirmed     1
affirms      1
afflicted    5
affront      4
affronted    1
afimya       1
aflame       1
afraid       168
afraid?      1
afresh       2
after        415
after?       1
afternoon    5
afterwards   149
afterwards?  2
afterwards—that 1
after—some 1
agafya       21
agafya—fancy 1
again        529
again?       18
against      176
again—     1
again—but  1
again—my   1
again—something 1
again—that 1
again—they 1
again—to   1
age          43
aged         16
agent        4
ages         14
ages—not   1
age—it     1
aggressive   1
aggrieved    3
aghast       3
agile        1
agility      1
agitated     8
agitation    12
ago          107
ago?         5
agonies      2
agonies—i  1
agonized     1
agonizing    7
agonizingly  1
agony        12
ago—       1
ago—dmitri 1
ago—he     1
ago—i      1
agrafena     41
agree        36
agree?       1
agreeable    8
agreed       24
agreement    23
agreement?   1
agreements   3
agrippina    4
agrippina— 1
ah           116
aha          3
ahead        5
ai           1
aid          2
aie          8
ailing       1
aim          9
aimed        2
aiming       5
aimless      1
aims         3
air          66
airily       1
airs         3
ajar         1
ak           1
akim         4
akin         2
al           1
alacrity     1
alarm        30
alarmed      19
alarming     1
alas         20
alaska       1
album        2
alert        1
alexander    1
alexandrovitch 39
alexandrovna 38
alexandrovna? 1
alexey       160
alexey?      3
alexyevna    1
alienum      1
alight       1
alike        7
alive        34
alive?       7
all          2159
all?         15
all_         1
allay        1
alleged      5
alleges      1
allegory     2
alleviate    1
alley        10
alleys       3
allow        60
allowance    1
allowances   2
allowed      22
allowing     1
allows       2
allude       1
alluded      3
allure       2
allured      1
allurements  1
alluring     3
allusion     2
allusions    1
all—       1
all—both   1
all—don    2
all—the    1
all—thou   1
all—to     1
all—what   1
almighty     4
almighty?    1
almost       304
alms         5
almshouse    3
aloft        3
alone        129
alone?       4
alone—no   1
alone—the  1
along        55
alongside    1
aloof        3
aloud        53
aloud?       1
already      148
already?     7
also         55
altar        1
alter        1
alteration   1
altercations 1
altered      2
alternate    1
alternative  4
alternative? 1
alternative—that 1
although     44
altogether   46
altogether?  1
always       267
always—i   1
alyosha      1229
alyosha?     9
alyosha—all 1
alyosha—don 1
alyosha—his 1
alyosha—the 1
am           748
am?          3
amassing     1
amazed       13
amazement    21
amazing      9
amazingly    1
ambitious    4
ambush       3
amend        1
amends       1
america      16
america?     1
american     2
american?    1
amethyst     1
amiable      6
amicably     3
amid         2
amidst       3
amiss        1
among        104
amongst      3
amorous      1
amount       2
amounted     1
amounts      4
ample        1
amply        1
amulet       1
amuse        9
amused       6
amusement    7
amusement?   1
amusing      14
an           938
analogous    1
analysis     5
analysis—i 1
analyze      3
analyzed     2
analyzed?    1
analyzing    1
anarchism    1
anarchists   1
anathema     4
anchor       1
ancient      16
and          11407
andrey       36
andrey?      2
and—       1
and—andrey 1
and—damn   1
and—he     1
and—what   1
and—would  2
anecdote     18
anecdotes    4
anew         3
anfim        4
angel        49
angel?       3
angelic      4
angels       13
angels—vision 1
anger        49
anger?       1
angered      3
angering     1
angles       1
angrier      2
angrily      23
angry        101
angry?       2
anguish      9
angular      1
animal       6
animal?      1
animals      5
animated     2
animation    3
ankles       1
anna         3
annexed      1
annihilated  1
annihilation 2
anno         1
announce     6
announced    17
announcement 2
announcing   1
annoy        3
annoyance    2
annoyed      10
annoying     1
annoys       1
anonymous    2
anonymous?   1
another      283
another?     1
answer       128
answer?      1
answerable   1
answered     125
answering    5
answers      7
answer—he  1
ant          2
antagonist   3
antagonistic 2
anthem—and 1
anticipate   2
anticipated  3
anticipating 3
anticipation 5
antics       1
antipathies  1
antipathy    1
antiquities  1
anxieties    1
anxiety      25
anxious      40
anxiously    14
any          406
any?         1
anybody      4
anyhow       3
anyone       4
anything     206
anything?    1
anyway       36
anyway?      1
anyway—and 1
anywhere     11
apart        30
apartment    1
apartments   1
apart—mitya 1
ape          1
apiary       5
apocryphal   1
apologetically 1
apologies    1
apologize    10
apologized   1
apologizing  1
apology      1
apostle      2
apostles     2
apothecary   3
appalling    2
appallingly  1
apparent     14
apparently   35
apparition   3
appeal       6
appealed     1
appealing    3
appeals      1
appeal—_vivos 1
appeal—and 1
appear       17
appearance   37
appearances  1
appeared     53
appearing    3
appears      12
appease      1
appetite     1
applauded    4
applauding   1
applause     9
apple        9
apples       1
apples?      1
applicable   3
applied      1
apply        5
applying     1
appointed    2
appointment  2
apportioned  1
appreciable  1
appreciate   7
appreciated  5
apprehend    1
apprehension 8
apprehensions 1
apprehensive 4
apprehensively 4
approach     3
approached   10
approaching  11
approbation  4
appropriate  5
appropriated 4
appropriated? 1
appropriation 1
approval     2
approve      5
approve?     1
approved     1
approves     2
approving    2
approvingly  1
april        1
apropos      2
aptitude     1
aquarium     1
aquiline     1
arabian      1
arbenin      1
arbiters     1
arbitrarily  1
arbor        3
arcade       1
arch         4
archangel    1
archangels   1
archbishop   1
archimandrite 1
architect    1
archive      14
ardent       5
ardently     3
ardor        3
are          1238
are?         1
aren         12
argue        3
argued       6
argues       2
arguing      3
argument     9
argumentative 1
arguments    5
aright       1
arina        4
arise        4
arisen       3
arises       3
arising      3
arising—that 1
aristocracy  1
aristocratic 6
arithmetic   1
arm          28
armies       1
arming       2
armor        1
arms         54
army         10
arose        4
around       11
arouse       3
aroused      10
arousing     2
arrange      10
arranged     5
arrangement  4
arrangements 1
arranging    3
array        1
arrest       20
arrested     12
arrival      27
arrive       6
arrived      32
arrived?     2
arrived—the 1
arrives      1
arriving     1
arrogant     1
arrogate     1
arrow        2
art          19
artful       1
artfulness   1
article      17
articles     6
articulate   2
articulated  10
artificial   1
artificially 1
artisans     3
artist       1
artistic     6
artistically 1
artists      1
artless      2
as           2136
ascend       1
ascension?   2
ascertain    2
ascertained  1
ascertaining 1
ascetic      5
ascetics     3
ascii        3
ascribed     3
ash          1
ashamed      79
ashamed?     3
ashes        2
asia         1
aside        37
aside?       1
ask          161
ask?         3
askance      2
asked        276
asking       48
asks         12
asleep       49
asleep?      4
asleep—an  1
aspect       6
aspen        1
asperse      1
aspersed     1
aspirations  1
ass          14
assailant    3
assailed     1
assembled    4
assembling   1
assembly     1
assent       1
assented     14
assert       8
asserted     6
asserting    3
assertion    2
asserts      1
asses        2
assigned     1
assist       3
assistance   14
assistants   2
associate    3
associated   9
assume       7
assumed      10
assuming     2
assurance    4
assure       21
assured      4
assures      2
assuring     1
asthma       1
astonished   5
astonishing  1
astonishment 13
astound      1
astounded    7
astounding   9
astray       8
astride      3
astronomers  1
astute       1
asunder      1
asylum       1
as—        1
as—he      1
at           3013
at?          4
ate          8
atheism      2
atheist      8
atheistic    2
atheists     4
athirst      1
athletic     1
athos        5
atoms        2
atone        3
atoned       2
atonement    1
atrocious    1
attach       2
attached     7
attaching    1
attachment   1
attack       25
attacked     7
attacking    4
attacks      9
attain       14
attained     4
attaining    2
attempt      11
attempted    4
attend       3
attendance   2
attendant    1
attending    1
attention    26
attentions   1
attentive    2
attentively  9
attentively—more 1
attitude     14
attract      1
attracted    10
attracting   1
attraction   4
attractive   9
attracts     1
attribute    2
attributed   1
audacious    4
audacity     4
audible      3
audibly      2
audience     22
aught        1
august       1
aunt         13
auntie       2
aunts        7
austere      6
austerely    1
authentic    1
author       11
authorities  12
authority    8
authority—all 1
authorized   1
authors      1
automaton    1
autumn       5
avail        1
available    3
avec         1
avenge       2
avenged?     1
avenges      1
avenging     4
average      1
aversion     4
avert        1
averted      1
avoid        16
avoided      2
avoiding     2
avow         1
avowal       3
avowals      1
avowed       1
avowing      1
await        3
awaited      7
awaiting     13
awaits       3
awake        13
awakened     4
awakening    2
aware        27
away         433
away?        12
away—go    1
away—she   1
away—where 1
awe          6
awful        71
awful?       1
awfully      49
awhile       3
awkward      6
awkwardly    3
ax           8
ax?          1
axiom        5
axioms       1
a—karamazov 1
b            5
babbled      4
babbling     2
babe         17
babe?        2
babel        3
babes        2
babe—that  1
babies       4
baby         31
babyish      1
bachelor     5
bachelors    1
back         377
back?        3
background   3
backs        1
backwards    2
back—all   1
bad          48
bade         2
badly        14
badness      1
baffling     1
bag          24
bags         3
bag—so     1
bah          3
baked        1
bakunin      1
balaam       4
balance      2
balcony      3
bald         2
ball         3
ballads      1
ballet       1
balls        3
balsam       1
balustrade   1
band         2
bandage      3
bandaged     2
bandaging    1
banished     1
bank         10
bank?        1
banker       4
banknote     2
banknotes    1
banks        2
banner       8
banquet      3
barbarous    1
bare         18
bare?        1
barefaced    1
barefoot     1
barefooted   1
bareheaded   1
barest       1
bargain      2
bargaining   4
barge        1
bark         2
barked       1
barking      1
barred       1
barreled     1
barrels      1
barren       2
barren?      1
barricade    1
barricades   2
barriers     1
barring      1
barrister    2
base         18
base?        2
based        7
baseness     3
baser        2
basest       1
bashful      4
bashfully    1
basin        2
basis        2
bath         9
bathed       5
baths        5
battalion    4
battered     2
battery      1
battle       1
battlefield  1
battles      1
bawl         1
bawled       1
bawling      1
bay          1
bayonets     1
be           1885
be?          3
beads        1
beak         1
beamed       5
beaming      9
beams        1
bear         51
bear?        1
beard        30
beards       2
beard—if   1
bearers      1
bearing      7
bearings     1
bears        6
bearskin     1
beast        27
beast?       1
beastly      1
beasts       2
beat         38
beaten       16
beaten?      1
beating      27
beatings     1
beating—rods 1
beats        4
beautiful    23
beautifully  4
beauty       34
became       64
because      271
because—   1
beck         1
beckoned     5
beckoning    4
become       107
becomes      13
become—which 1
becoming     12
becomingly   1
bed          105
bed?         1
bedridden    2
bedroom      19
bedroom—karamazov 1
beds         4
bedside      7
bedstead     3
bee          1
beef         2
beekeeper    3
been         1101
been?        3
been—i     1
beetle       4
beetle?      1
beetles      1
befell       1
befitting    1
before       669
before?      9
beforehand   38
beforehand?  3
beforehand—warns 1
before—an  1
before—from 1
before—or  1
before—so  1
befouled     1
beg          55
began        364
begehr       1
beget        1
begets       2
begetting    1
beggar       14
beggarly     1
beggars      6
begged       29
begging      17
begin        86
beginning    64
begins       9
begin—my   1
begot        4
begotten     2
begs         4
begun        38
behalf       1
behave       9
behaved      25
behaving     4
behavior     10
behind       78
behold       10
beholding    1
beholds      1
being        208
being?       1
belief       15
believe      345
believe?     3
believed     63
believer     2
believers    3
believes     11
believe—i  1
believing    24
bell         19
bell_        1
belle        1
bellowed     1
bells        9
belly        3
belmesov     2
belong       4
belonged     8
belonging    8
belongings   3
belongs      2
beloved      8
below        22
below?       1
belts        1
belyavsky—he 1
bench        28
benches      3
bend         3
bending      9
bends        1
beneath      3
benefactor   14
benefactors  1
benefactress 5
beneficence  1
benefit      3
benefits     1
benevolence  2
benevolent   2
benevolently 1
benjamin     1
bent         21
benumbed     1
bequeathed   1
bequeathing  1
bereaved     1
bernard      8
bernard?     2
bernards     2
berries      3
beseech      4
beseeches    1
beseeching   1
beside       67
besides      70
besmirched   1
besought     11
bespoken     1
best         48
best?        1
bestial      1
bestiality   1
bestowed     1
bet          9
bethink      2
bethinking   1
bethought    1
betray       4
betrayed     22
betraying    3
betrothal    1
betrothed    41
better       176
better?      1
betters      2
between      68
beware       5
bewildered   11
bewildering  1
bewitch      1
bewitched    1
bewitching   1
beyond       43
be—        2
be—losing  1
bias         2
biased       1
bible        5
bid          2
bidden       4
bidding      8
bids         4
big          37
biggest      1
bigots       1
bill         4
billiard     3
billiards    4
billion      3
binary       1
bind         5
binding      3
binds        1
biographical 2
biographies  1
biography    1
birch        5
birches      1
birchwood    1
bird         4
birdlike     2
birds        17
birds—sometimes 1
birth        16
birthday     4
birth—isn  1
bishop       7
bishops      1
bit          50
bit?         4
bite         5
biting       2
bits         4
bitten       7
bitter       27
bitterer     1
bitterest    2
bitterly     22
bitterness   1
bitterness—i 1
black        41
blackened    4
blacker      1
blackguard   2
blackguards  1
blade        2
blame        50
blamed       7
blames       3
blaming      2
blanc        1
blandly      2
blank        3
blankly      3
blaspheming  1
blasphemously 1
blasphemy    2
blasted      1
bled         2
bleed        2
bleeding     3
bleeds       1
blended      2
blending     1
blends       1
bless        28
blessed      27
blessedness  1
blesses      2
blessing     23
blessing?    1
blessing—a 1
blew         3
blind        10
blind?       1
blinded      1
blindly      4
blindness    2
blink        1
bliss        2
blissful     3
blissfully   4
bloated      2
block        5
blocked      1
blockhead    3
blonde       1
blood        118
blood?       7
bloodless    2
bloodshed    5
bloodshot    1
bloodstained 4
bloodstains  1
bloodthirsty 2
bloody       2
blood—grigory 1
blood—the  1
blooming     1
blossoms     1
blow         20
blowing      5
blown        1
blows        13
blow—on    1
blubbered    1
blubbering   4
blue         26
blunder      4
blunders     1
blunt        1
blurt        2
blurted      6
blurting     1
blush        5
blush?       1
blushed      9
blushing     9
blushing?    2
board        2
boarding     5
boast        9
boasted      5
boasting     5
boasting?    1
bobbery      1
bodies       5
bodily       3
body         23
bodyguard    1
bodyguard?   1
bogy         1
boileau      1
boileau?     1
boiled       1
boiling      3
boils        2
bold         17
bolder       4
boldly       7
boldness     2
bolt         2
bolted       1
bombarded    1
bon          1
bond         6
bondage      5
bone         1
bones        5
bony         1
booby        1
book         68
bookcase     7
books        12
books?       1
books—over 1
boomed       2
boon         1
boot         5
booths       2
boots        25
boots—she  1
boots—that 1
booty        2
bordered     1
bordering    1
bore         10
bored        8
bored?       1
boredom      1
bores        1
borissovitch 37
borissovitch? 2
born         12
borne        5
borovikov    1
borrow       7
borrowed     7
borrowing    1
bosom        10
both         168
both?        2
bother       7
bothered     1
both—at    1
both—i     1
bottle       28
bottled      1
bottles      11
bottom       25
boudoir      1
bought       12
bound        36
boundaries   1
bounded      1
bounding     2
boundless    4
bounds       3
bounteous    1
bourgeois    1
bout         1
bow          34
bowed        35
bowels       1
bowing       17
bowled       1
bows         1
box          26
box?         1
boy          214
boy?         1
boyhood      2
boyish       1
boys         102
boys?        1
boys—all   1
boy—and    1
boy—madame 1
brace        1
braces       1
brag         2
braggart     1
bragged      3
brain        27
brains       6
brains—you 1
branches     1
branches?    1
brand        1
brandished   2
brandishing  1
brandy       29
brandy?      2
brass        15
brat         3
brat?        1
bravado      3
brave        9
bravely      1
bravery      1
bravo        11
brawler      1
brawlers     1
brawls       1
brazen       2
breach       5
bread        57
bread?       1
breadth      3
break        26
breakfast    3
breaking     13
breaks       6
breast       32
breast?      2
breast_      1
breasts      2
breath       34
breathe      8
breathed     3
breathing    8
breathless   13
breathlessly 5
bred         6
breeches     2
breed        1
breeding     4
brevity      1
brewed       1
brewing      1
bribe        2
bribed       1
bribes       2
bribing      1
brick        5
bricks       1
bride        5
bridegroom   2
bridge       7
bridge?      1
bridle       2
brief        22
briefly      8
bright       25
brightened   1
brighter     1
brightly     6
brightness   1
brilliance   1
brilliant    10
brim         1
brimmed      1
brimming     1
bring        95
bringeth     2
bringing     21
brings       3
brink        1
briskly      1
broad        16
broke        73
broken       30
broken—all 1
broke—it   1
bronze       3
brooch       1
brood        2
brooding     9
broods       1
brooked      1
broom        2
brosse       1
brother      283
brother?     5
brother_     1
brotherhood  2
brotherhoods 1
brotherly    9
brothers     53
brothers?    1
brothers—others 1
brother—it 1
brought      162
brought?     1
browed       1
brown        6
brownish     2
brows        4
bruise       3
bruised      2
bruises      3
brush        1
brushed      6
brushing     1
brutal       5
brute        9
brutes       1
bu           1
bubbling     1
bucketfuls   1
bud          1
budge        1
budging      1
buffet       2
buffoon      24
buffoon?     2
buffoonery   8
buffoons     3
bug          4
bugs         1
build        9
builders     1
building     9
buildings    3
built        16
bulgaria     1
bulgarian    1
bulging      1
bulkin       1
bull         1
bullet       8
bullet?      1
bullied      1
bully—was  1
bun          2
bunch        3
bundle       16
burden       8
burdened     2
burdening    2
burdens      1
burdensome   1
burdocks     2
bureau       2
burglar      1
burial       3
buried       13
burlesque    1
burn         8
burn?        1
burned       3
burning      19
burns        3
burnt        13
burst        31
bursting     2
bursts       1
bury         5
burying      2
bush         6
bushes       8
busied       1
busiest      1
busily       1
business     87
business?    2
businesslike 1
bustle       3
bustled      2
bustling     1
busy         4
busying      1
but          3218
button       4
buttoned     2
buttoning    2
but—       2
but—but    1
but—i      1
buxom        1
buy          10
buying       3
by           1234
byelinsky    2
byelinsky?   2
byronic      2
bête        1
c            10
cabbage      4
cabbages     3
cabinet      1
cackled      1
cad          2
caddish      1
cadet        4
caf�         1
cain         1
cakes        2
calamities   1
calamity     2
calculate    2
calculated   3
calculating  6
calculation  2
calendar     2
calf         5
calico       2
call         59
called       134
called?      1
called—or  1
calling      26
callous      3
callously    2
calls        10
calm         15
calmed       2
calmer       4
calmest      1
calmly       8
calmness     1
calumniated  2
calumny      1
cambric      1
came         296
camels       2
camp         1
can          735
cana         5
canary       1
candid       3
candle       20
candles      9
candlestick  2
candy        1
canine       1
cannibalism  5
cannon       17
cannot       86
cannot?      2
canst        4
canticle     3
can—       1
cap          19
cap?         2
capable      23
capacity     2
capering     1
capital      12
capitalist   1
capitals     2
capons       1
caprice      3
caprices     2
capricious   4
caps         1
captain      127
captain—oh 1
captivate    1
captivated   6
captivating  2
captive      3
carcass—you 1
card         4
cardinal     3
cardinals    1
cards        20
cards?       2
care         75
cared        9
career       22
careers      1
career—must 1
careful      14
carefully    14
careless     1
carelessly   8
carelessness 6
cares        8
caress       1
caresses     1
caressing    2
caring       3
caroled      1
carousal     2
caroused     1
carousing    4
carpet       2
carriage     30
carriages    2
carried      71
carries      5
carrosse     1
carry        39
carrying     8
cart         33
carts        1
carved       1
carving      1
case         146
case?        4
cases        26
cash         7
cash?        1
cashmere     1
cassock      9
cast         18
castigation  1
casting      3
castle       2
casual       1
casually     8
casuist      2
casuistry    1
cat          4
cataclysm    1
cataclysm_   1
catacombs    1
catastrophe  23
catch        29
catcher      1
catches      2
catching     8
cathedral    7
catherine?   1
catholic     2
catholicism  1
catholics    2
catlike      1
cats         1
catskin      1
cattle       2
caucasian    1
caucasus     6
caught       57
cause        38
caused       13
causes       6
causing      2
caustic      1
caution      2
cautious     3
cautiously   5
cavalry      4
cavalry?     1
cavern       1
caviare      1
ce           1
cease        5
ceased       31
ceases       1
ceasing      1
ceiling      5
cela         1
celebrate    1
celebrated   11
celebrating  1
cell         63
cellar       19
cellar?      2
cemetery     2
censer       3
censorious   1
censorship   3
censure      3
cent         1
center       3
centered     2
centipede    2
centripetal  1
centuries    13
centuries—since 1
century      7
ceremony     7
ceres        2
certain      107
certainly    84
certainty    5
cette        1
chain        8
chains       3
chair        83
chairs       8
chair—thank 1
chalk        2
challenge    15
challenged   1
challenging  2
champagne    28
champagne?   2
champagne—what 1
champion     2
championed   1
champions    3
chance       21
chanced      7
chandeliers  2
change       39
changeable   1
changed      34
changed?     1
changed—thinner 1
changes      1
change—    1
change—two 1
changing     6
chanting     2
chaos        2
chaotic      1
chap         3
chapel       1
chaperons    1
chaps        1
chapter      195
character    72
characteristic 19
characteristically 3
characteristics 1
characterized 1
characters   1
character—he 1
character—kept 1
character—that 1
charcoal     2
charge       32
charged      6
charges      5
charing      1
chariot      4
chariot?     1
charitable   3
charities    1
charity      4
charlatanism 1
charm        1
charmant_    2
charmante    1
charmed      1
charming     35
charmingly   2
charms       4
charred      1
charwoman    1
chasing      1
chaste       2
chastise     1
chastisement 1
chastity     2
chat         1
chattel      2
chattered    2
chattering   1
chauvinism   1
chauvinism—two 1
cheap        3
cheapest     1
cheat        3
cheated      5
cheating     3
check        12
checked      8
checking     1
checkmate    1
checks       1
cheek        9
cheekbones   1
cheeked      3
cheeks       16
cheer        9
cheered      5
cheerful     20
cheerful?    1
cheerfully   2
cheerfulness 1
cheerful—and 1
cheese       1
chemical     2
chemist      2
chemistry    3
cherish      3
cherished    9
cherry       3
cherub       4
cherubim     2
cherubims    1
chest        21
chevaleresque_ 1
chevalier    1
chicken      8
chickens     4
chicken—sickly 1
chicks       1
chief        42
chiefly      8
chien        2
child        130
child?       2
childbirth   2
childhood    37
childhood?   1
childish     17
childishly   1
childless    1
childlike    6
children     159
children?    2
children—according 1
children—not 1
chill        3
chilling     1
chilly       1
chill—the  1
chime        1
chimed       9
chimney      1
chin         4
china        1
chinaman     1
chinese      4
chipping     1
chirped      1
chirruping   1
chiseled     1
chiseling    1
chivalrous   3
chivalrously 1
chocolate    6
chocolates?  1
choice       5
choice?      1
choir        1
choke        1
choking      3
choose       21
choosing     3
chop         1
chopped      1
chords       1
chorus       8
chose        5
chosen       9
christ       54
christ?      1
christened   5
christening  6
christening? 1
christian    24
christian?   2
christianity 8
christians   2
christmas    1
chronological 1
chronometer  1
chuckle      1
chuckled     2
church       120
churches     3
churchyard   3
church—at  1
church—that 1
church—were 1
churlish     1
ci           1
cigar        2
cigarette    1
cigarettes   1
cigars       2
cinders      1
cinquantaine_ 1
circassians  1
circenses_   1
circle       7
circles      3
circulated   1
circulating  1
circumscribed 1
circumspectly 1
circumstance 20
circumstances 18
circumstantial 1
circumstantially 2
circumvented 1
citizen      6
citizens     1
city         4
civic        3
civil        7
civilian     1
civilians    1
civility     1
civilization 4
civilly      2
claim        5
claimed      1
claiming     1
claims       7
clambered    1
clambering   1
clamor       4
clamors      1
clanking     1
clapped      3
clapping     3
clasped      14
clasping     8
class        32
class?       1
classes      8
classic      1
classical    3
classics     4
classification 1
claude       1
clean        20
cleaning     1
cleanliness  1
cleansed     1
clear        57
clear?       1
clearer      3
clearing     1
clearly      34
clearly?     1
clearness    1
cleave       1
clench       1
clenched     4
clenching    4
clergy       1
clerical     2
clericals    2
clerk        9
clerks       5
clever       56
cleverer     4
cleverly     6
cleverness   3
clew         1
click        1
clicked      2
client       16
climatic     1
climax       1
climb        9
climbed      5
climbing     2
cling        7
clinging     2
clink        1
cloak        1
clock        48
clock—the  1
cloistered   1
close        56
closed       15
closely      11
closer       5
closets      1
closing      5
cloth        4
clothe       1
clothed      4
clothes      30
cloud        1
cloudberry   1
clouded      3
clouding     1
clouds       5
clown        2
club         1
clumsy       4
clung        4
clutch       1
clutched     11
clutches     7
clutching    2
coach        1
coachman     5
coal         1
coarse       17
coarsely     3
coarseness   2
coarser      1
coarsest     2
coarse—and 1
coast        2
coat         54
coat?        1
coats        1
cocher       1
cochonnerie_ 1
cock         1
cockade—was 1
cockroaches  1
cocks        2
code         1
codes        1
coffee       14
coffee?      1
coffin       50
coffins      2
coherent     1
coherently   1
coil         1
coincidence  3
coincidences—are 1
coins        2
cold         50
cold?        1
colder       1
coldly       1
coldness     3
cold—he    1
collapsed    2
collar       5
colleague    4
collect      2
collected    4
collecting   2
collection   6
collectively 1
collision    1
colonel      17
color        10
colored      12
colors       3
colt         1
column       2
combat       1
combatants   1
